GROUP,TEAM,ISOALPHA3,STICKER_NUM,STICKER_CODE,LATENGO
GROUP G,Belgium,BEL,2,BEL2,FALSE
GROUP G,Belgium,BEL,3,BEL3,TRUE
GROUP G,Belgium,BEL,4,BEL4,TRUE
GROUP G,Belgium,BEL,5,BEL5,TRUE
GROUP G,Belgium,BEL,6,BEL6,TRUE
GROUP G,Belgium,BEL,7,BEL7,FALSE
GROUP G,Belgium,BEL,8,BEL8,TRUE
GROUP G,Belgium,BEL,9,BEL9,FALSE
GROUP G,Belgium,BEL,10,BEL10,FALSE
GROUP G,Belgium,BEL,11,BEL11,TRUE
GROUP G,Belgium,BEL,12,BEL12,TRUE
GROUP G,Belgium,BEL,13,BEL13,TRUE
GROUP G,Belgium,BEL,14,BEL14,TRUE
GROUP G,Belgium,BEL,15,BEL15,TRUE
GROUP G,Belgium,BEL,16,BEL16,TRUE
GROUP G,Belgium,BEL,17,BEL17,TRUE
GROUP G,Belgium,BEL,18,BEL18,TRUE
GROUP G,Belgium,BEL,19,BEL19,TRUE
GROUP G,Belgium,BEL,20,BEL20,TRUE
GROUP G,Egypt,EGY,1,EGY1,TRUE
GROUP G,Egypt,EGY,2,EGY2,FALSE
GROUP G,Egypt,EGY,3,EGY3,TRUE
GROUP G,Egypt,EGY,4,EGY4,TRUE
GROUP G,Egypt,EGY,5,EGY5,TRUE
GROUP G,Egypt,EGY,6,EGY6,TRUE
GROUP G,Egypt,EGY,7,EGY7,TRUE
GROUP G,Egypt,EGY,8,EGY8,TRUE
GROUP G,Egypt,EGY,9,EGY9,TRUE
GROUP G,Egypt,EGY,10,EGY10,TRUE
GROUP G,Egypt,EGY,11,EGY11,TRUE
GROUP G,Egypt,EGY,12,EGY12,FALSE
GROUP G,Egypt,EGY,13,EGY13,TRUE
GROUP G,Egypt,EGY,14,EGY14,FALSE
GROUP G,Egypt,EGY,15,EGY15,TRUE
GROUP G,Egypt,EGY,16,EGY16,TRUE
GROUP G,Egypt,EGY,17,EGY17,TRUE
GROUP G,Egypt,EGY,18,EGY18,TRUE
GROUP G,Egypt,EGY,19,EGY19,TRUE
GROUP G,Egypt,EGY,20,EGY20,FALSE
GROUP G,Iran,IRN,1,IRN1,TRUE
GROUP G,Iran,IRN,2,IRN2,TRUE
GROUP G,Iran,IRN,3,IRN3,TRUE
GROUP G,Iran,IRN,4,IRN4,TRUE
GROUP G,Iran,IRN,5,IRN5,TRUE
GROUP G,Iran,IRN,6,IRN6,TRUE
GROUP G,Iran,IRN,7,IRN7,FALSE
GROUP G,Iran,IRN,8,IRN8,TRUE
GROUP G,Iran,IRN,9,IRN9,FALSE
GROUP G,Iran,IRN,10,IRN10,FALSE
GROUP G,Iran,IRN,11,IRN11,TRUE
GROUP G,Iran,IRN,12,IRN12,TRUE
GROUP G,Iran,IRN,13,IRN13,FALSE
GROUP G,Iran,IRN,14,IRN14,TRUE
GROUP G,Iran,IRN,15,IRN15,TRUE
GROUP G,Iran,IRN,16,IRN16,TRUE
GROUP G,Iran,IRN,17,IRN17,FALSE
GROUP G,Iran,IRN,18,IRN18,TRUE
GROUP G,Iran,IRN,19,IRN19,TRUE
GROUP G,Iran,IRN,20,IRN20,TRUE
GROUP G,New Zealand,NZL,1,NZL1,TRUE
GROUP G,New Zealand,NZL,2,NZL2,FALSE
GROUP G,New Zealand,NZL,3,NZL3,FALSE
GROUP G,New Zealand,NZL,4,NZL4,TRUE
GROUP G,New Zealand,NZL,5,NZL5,TRUE
GROUP G,New Zealand,NZL,6,NZL6,TRUE
GROUP G,New Zealand,NZL,7,NZL7,TRUE
GROUP G,New Zealand,NZL,8,NZL8,TRUE
GROUP G,New Zealand,NZL,9,NZL9,TRUE
GROUP G,New Zealand,NZL,10,NZL10,TRUE
GROUP G,New Zealand,NZL,11,NZL11,TRUE
GROUP G,New Zealand,NZL,12,NZL12,TRUE
GROUP G,New Zealand,NZL,13,NZL13,TRUE
GROUP G,New Zealand,NZL,14,NZL14,FALSE
GROUP G,New Zealand,NZL,15,NZL15,TRUE
GROUP G,New Zealand,NZL,16,NZL16,TRUE
GROUP G,New Zealand,NZL,17,NZL17,TRUE
GROUP G,New Zealand,NZL,18,NZL18,TRUE
GROUP G,New Zealand,NZL,19,NZL19,TRUE
GROUP G,New Zealand,NZL,20,NZL20,TRUE
GROUP H,Cabo Verde,CPV,1,CPV1,TRUE
GROUP H,Cabo Verde,CPV,2,CPV2,TRUE
GROUP H,Cabo Verde,CPV,3,CPV3,FALSE
GROUP H,Cabo Verde,CPV,4,CPV4,TRUE
GROUP H,Cabo Verde,CPV,5,CPV5,TRUE
GROUP H,Cabo Verde,CPV,6,CPV6,TRUE
GROUP H,Cabo Verde,CPV,7,CPV7,TRUE
GROUP H,Cabo Verde,CPV,8,CPV8,TRUE
GROUP H,Cabo Verde,CPV,9,CPV9,TRUE
GROUP H,Cabo Verde,CPV,10,CPV10,TRUE
GROUP H,Cabo Verde,CPV,11,CPV11,TRUE
GROUP H,Cabo Verde,CPV,12,CPV12,TRUE
GROUP H,Cabo Verde,CPV,13,CPV13,TRUE
GROUP H,Cabo Verde,CPV,14,CPV14,TRUE
GROUP H,Cabo Verde,CPV,15,CPV15,TRUE
GROUP H,Cabo Verde,CPV,16,CPV16,TRUE
GROUP H,Cabo Verde,CPV,17,CPV17,TRUE
GROUP H,Cabo Verde,CPV,18,CPV18,TRUE
GROUP H,Cabo Verde,CPV,19,CPV19,TRUE
GROUP H,Cabo Verde,CPV,20,CPV20,FALSE
GROUP H,Spain,ESP,1,ESP1,TRUE
GROUP H,Spain,ESP,2,ESP2,TRUE
GROUP H,Spain,ESP,3,ESP3,FALSE
GROUP H,Spain,ESP,4,ESP4,TRUE
GROUP H,Spain,ESP,5,ESP5,TRUE
GROUP H,Spain,ESP,6,ESP6,TRUE
GROUP H,Spain,ESP,7,ESP7,TRUE
GROUP H,Spain,ESP,8,ESP8,TRUE
GROUP H,Spain,ESP,9,ESP9,TRUE
GROUP H,Spain,ESP,10,ESP10,TRUE
GROUP H,Spain,ESP,11,ESP11,TRUE
GROUP H,Spain,ESP,12,ESP12,FALSE
GROUP H,Spain,ESP,13,ESP13,TRUE
GROUP H,Spain,ESP,14,ESP14,TRUE
GROUP H,Spain,ESP,15,ESP15,TRUE
GROUP H,Spain,ESP,16,ESP16,TRUE
GROUP H,Spain,ESP,17,ESP17,FALSE
GROUP H,Spain,ESP,18,ESP18,TRUE
GROUP H,Spain,ESP,19,ESP19,TRUE
GROUP H,Spain,ESP,20,ESP20,TRUE
GROUP H,Saudi Arabia,KSA,1,KSA1,TRUE
GROUP H,Saudi Arabia,KSA,2,KSA2,TRUE
GROUP H,Saudi Arabia,KSA,3,KSA3,TRUE
GROUP H,Saudi Arabia,KSA,4,KSA4,FALSE
GROUP H,Saudi Arabia,KSA,5,KSA5,TRUE
GROUP H,Saudi Arabia,KSA,6,KSA6,TRUE
GROUP H,Saudi Arabia,KSA,7,KSA7,TRUE
GROUP H,Saudi Arabia,KSA,8,KSA8,TRUE
GROUP H,Saudi Arabia,KSA,9,KSA9,TRUE
GROUP H,Saudi Arabia,KSA,10,KSA10,TRUE
GROUP H,Saudi Arabia,KSA,11,KSA11,FALSE
GROUP H,Saudi Arabia,KSA,12,KSA12,TRUE
GROUP H,Saudi Arabia,KSA,13,KSA13,TRUE
GROUP H,Saudi Arabia,KSA,14,KSA14,TRUE
GROUP H,Saudi Arabia,KSA,15,KSA15,TRUE
GROUP H,Saudi Arabia,KSA,16,KSA16,FALSE
GROUP H,Saudi Arabia,KSA,17,KSA17,TRUE
GROUP H,Saudi Arabia,KSA,18,KSA18,FALSE
GROUP H,Saudi Arabia,KSA,19,KSA19,FALSE
GROUP H,Saudi Arabia,KSA,20,KSA20,TRUE
GROUP H,Uruguay,URU,1,URU1,FALSE
GROUP H,Uruguay,URU,2,URU2,TRUE
GROUP H,Uruguay,URU,3,URU3,TRUE
GROUP H,Uruguay,URU,4,URU4,FALSE
GROUP H,Uruguay,URU,5,URU5,TRUE
GROUP H,Uruguay,URU,6,URU6,TRUE
GROUP H,Uruguay,URU,7,URU7,TRUE
GROUP H,Uruguay,URU,8,URU8,TRUE
GROUP H,Uruguay,URU,9,URU9,FALSE
GROUP H,Uruguay,URU,10,URU10,TRUE
GROUP H,Uruguay,URU,11,URU11,TRUE
GROUP H,Uruguay,URU,12,URU12,TRUE
GROUP H,Uruguay,URU,13,URU13,FALSE
GROUP H,Uruguay,URU,14,URU14,FALSE
GROUP H,Uruguay,URU,15,URU15,TRUE
GROUP H,Uruguay,URU,16,URU16,TRUE
GROUP H,Uruguay,URU,17,URU17,FALSE
GROUP H,Uruguay,URU,18,URU18,TRUE
GROUP H,Uruguay,URU,19,URU19,TRUE
GROUP H,Uruguay,URU,20,URU20,TRUE
GROUP I,France,FRA,1,FRA1,FALSE
GROUP I,France,FRA,2,FRA2,TRUE
GROUP I,France,FRA,3,FRA3,TRUE
GROUP I,France,FRA,4,FRA4,TRUE
GROUP I,France,FRA,5,FRA5,TRUE
GROUP I,France,FRA,6,FRA6,TRUE
GROUP I,France,FRA,7,FRA7,TRUE
GROUP I,France,FRA,8,FRA8,FALSE
GROUP I,France,FRA,9,FRA9,TRUE
GROUP I,France,FRA,10,FRA10,FALSE
GROUP I,France,FRA,11,FRA11,TRUE
GROUP I,France,FRA,12,FRA12,TRUE
GROUP I,France,FRA,13,FRA13,TRUE
GROUP I,France,FRA,14,FRA14,FALSE
GROUP I,France,FRA,15,FRA15,TRUE
GROUP I,France,FRA,16,FRA16,TRUE
GROUP I,France,FRA,17,FRA17,TRUE
GROUP I,France,FRA,18,FRA18,TRUE
GROUP I,France,FRA,19,FRA19,TRUE
GROUP I,France,FRA,20,FRA20,FALSE
GROUP I,Iraq,IRQ,1,IRQ1,FALSE
GROUP I,Iraq,IRQ,2,IRQ2,FALSE
GROUP I,Iraq,IRQ,3,IRQ3,FALSE
GROUP I,Iraq,IRQ,4,IRQ4,FALSE
GROUP I,Iraq,IRQ,5,IRQ5,FALSE
GROUP I,Iraq,IRQ,6,IRQ6,FALSE
GROUP I,Iraq,IRQ,7,IRQ7,FALSE
GROUP I,Iraq,IRQ,8,IRQ8,FALSE
GROUP I,Iraq,IRQ,9,IRQ9,FALSE
GROUP I,Iraq,IRQ,10,IRQ10,FALSE
GROUP I,Iraq,IRQ,11,IRQ11,FALSE
GROUP I,Iraq,IRQ,12,IRQ12,FALSE
GROUP I,Iraq,IRQ,13,IRQ13,FALSE
GROUP I,Iraq,IRQ,14,IRQ14,FALSE
GROUP I,Iraq,IRQ,15,IRQ15,FALSE
GROUP I,Iraq,IRQ,16,IRQ16,FALSE
GROUP I,Iraq,IRQ,17,IRQ17,FALSE
GROUP I,Iraq,IRQ,18,IRQ18,FALSE
GROUP I,Iraq,IRQ,19,IRQ19,FALSE
GROUP I,Iraq,IRQ,20,IRQ20,FALSE
GROUP I,Norway,NOR,1,NOR1,TRUE
GROUP I,Norway,NOR,2,NOR2,FALSE
GROUP I,Norway,NOR,3,NOR3,TRUE
GROUP I,Norway,NOR,4,NOR4,TRUE
GROUP I,Norway,NOR,5,NOR5,TRUE
GROUP I,Norway,NOR,6,NOR6,TRUE
GROUP I,Norway,NOR,7,NOR7,TRUE
GROUP I,Norway,NOR,8,NOR8,TRUE
GROUP I,Norway,NOR,9,NOR9,FALSE
GROUP I,Norway,NOR,10,NOR10,TRUE
GROUP I,Norway,NOR,11,NOR11,TRUE
GROUP I,Norway,NOR,12,NOR12,FALSE
GROUP I,Norway,NOR,13,NOR13,TRUE
GROUP I,Norway,NOR,14,NOR14,TRUE
GROUP I,Norway,NOR,15,NOR15,TRUE
GROUP I,Norway,NOR,16,NOR16,TRUE
GROUP I,Norway,NOR,17,NOR17,TRUE
GROUP I,Norway,NOR,18,NOR18,TRUE
GROUP I,Norway,NOR,19,NOR19,TRUE
GROUP I,Norway,NOR,20,NOR20,FALSE
GROUP I,Senegal,SEN,1,SEN1,FALSE
GROUP I,Senegal,SEN,2,SEN2,TRUE
GROUP I,Senegal,SEN,3,SEN3,FALSE
GROUP I,Senegal,SEN,4,SEN4,FALSE
GROUP I,Senegal,SEN,5,SEN5,FALSE
GROUP I,Senegal,SEN,6,SEN6,TRUE
GROUP I,Senegal,SEN,7,SEN7,TRUE
GROUP I,Senegal,SEN,8,SEN8,TRUE
GROUP I,Senegal,SEN,9,SEN9,FALSE
GROUP I,Senegal,SEN,10,SEN10,TRUE
GROUP I,Senegal,SEN,11,SEN11,FALSE
GROUP I,Senegal,SEN,12,SEN12,TRUE
GROUP I,Senegal,SEN,13,SEN13,FALSE
GROUP I,Senegal,SEN,14,SEN14,TRUE
GROUP I,Senegal,SEN,15,SEN15,TRUE
GROUP I,Senegal,SEN,16,SEN16,TRUE
GROUP I,Senegal,SEN,17,SEN17,TRUE
GROUP I,Senegal,SEN,18,SEN18,TRUE
GROUP I,Senegal,SEN,19,SEN19,TRUE
GROUP I,Senegal,SEN,20,SEN20,TRUE
GROUP J,Algeria,ALG,1,ALG1,FALSE
GROUP J,Algeria,ALG,2,ALG2,TRUE
GROUP J,Algeria,ALG,3,ALG3,TRUE
GROUP J,Algeria,ALG,4,ALG4,TRUE
GROUP J,Algeria,ALG,5,ALG5,TRUE
GROUP J,Algeria,ALG,6,ALG6,TRUE
GROUP J,Algeria,ALG,7,ALG7,FALSE
GROUP J,Algeria,ALG,8,ALG8,TRUE
GROUP J,Algeria,ALG,9,ALG9,TRUE
GROUP J,Algeria,ALG,10,ALG10,FALSE
GROUP J,Algeria,ALG,11,ALG11,FALSE
GROUP J,Algeria,ALG,12,ALG12,TRUE
GROUP J,Algeria,ALG,13,ALG13,FALSE
GROUP J,Algeria,ALG,14,ALG14,TRUE
GROUP J,Algeria,ALG,15,ALG15,TRUE
GROUP J,Algeria,ALG,16,ALG16,FALSE
GROUP J,Algeria,ALG,17,ALG17,TRUE
GROUP J,Algeria,ALG,18,ALG18,TRUE
GROUP J,Algeria,ALG,19,ALG19,TRUE
GROUP J,Algeria,ALG,20,ALG20,TRUE
GROUP J,Argentina,ARG,1,ARG1,TRUE
GROUP J,Argentina,ARG,2,ARG2,FALSE
GROUP J,Argentina,ARG,3,ARG3,TRUE
GROUP J,Argentina,ARG,4,ARG4,FALSE
GROUP J,Argentina,ARG,5,ARG5,TRUE
GROUP J,Argentina,ARG,6,ARG6,TRUE
GROUP J,Argentina,ARG,7,ARG7,FALSE
GROUP J,Argentina,ARG,8,ARG8,FALSE
GROUP J,Argentina,ARG,9,ARG9,FALSE
GROUP J,Argentina,ARG,10,ARG10,FALSE
GROUP J,Argentina,ARG,11,ARG11,TRUE
GROUP J,Argentina,ARG,12,ARG12,TRUE
GROUP J,Argentina,ARG,13,ARG13,TRUE
GROUP J,Argentina,ARG,14,ARG14,TRUE
GROUP J,Argentina,ARG,15,ARG15,FALSE
GROUP J,Argentina,ARG,16,ARG16,TRUE
GROUP J,Argentina,ARG,17,ARG17,TRUE
GROUP J,Argentina,ARG,18,ARG18,TRUE
GROUP J,Argentina,ARG,19,ARG19,TRUE
GROUP J,Argentina,ARG,20,ARG20,TRUE
GROUP J,Austria,AUT,1,AUT1,TRUE
GROUP J,Austria,AUT,2,AUT2,FALSE
GROUP J,Austria,AUT,3,AUT3,TRUE
GROUP J,Austria,AUT,4,AUT4,TRUE
GROUP J,Austria,AUT,5,AUT5,TRUE
GROUP J,Austria,AUT,6,AUT6,TRUE
GROUP J,Austria,AUT,7,AUT7,TRUE
GROUP J,Austria,AUT,8,AUT8,TRUE
GROUP J,Austria,AUT,9,AUT9,FALSE
GROUP J,Austria,AUT,10,AUT10,TRUE
GROUP J,Austria,AUT,11,AUT11,FALSE
GROUP J,Austria,AUT,12,AUT12,TRUE
GROUP J,Austria,AUT,13,AUT13,TRUE
GROUP J,Austria,AUT,14,AUT14,TRUE
GROUP J,Austria,AUT,15,AUT15,TRUE
GROUP J,Austria,AUT,16,AUT16,FALSE
GROUP J,Austria,AUT,17,AUT17,TRUE
GROUP J,Austria,AUT,18,AUT18,TRUE
GROUP J,Austria,AUT,19,AUT19,TRUE
GROUP J,Austria,AUT,20,AUT20,TRUE
GROUP J,Jordania,JOR,1,JOR1,FALSE
GROUP J,Jordania,JOR,2,JOR2,TRUE
GROUP J,Jordania,JOR,3,JOR3,TRUE
GROUP J,Jordania,JOR,4,JOR4,FALSE
GROUP J,Jordania,JOR,5,JOR5,TRUE
GROUP J,Jordania,JOR,6,JOR6,TRUE
GROUP J,Jordania,JOR,7,JOR7,TRUE
GROUP J,Jordania,JOR,8,JOR8,TRUE
GROUP J,Jordania,JOR,9,JOR9,FALSE
GROUP J,Jordania,JOR,10,JOR10,TRUE
GROUP J,Jordania,JOR,11,JOR11,TRUE
GROUP J,Jordania,JOR,12,JOR12,FALSE
GROUP J,Jordania,JOR,13,JOR13,TRUE
GROUP J,Jordania,JOR,14,JOR14,TRUE
GROUP J,Jordania,JOR,15,JOR15,TRUE
GROUP J,Jordania,JOR,16,JOR16,FALSE
GROUP J,Jordania,JOR,17,JOR17,TRUE
GROUP J,Jordania,JOR,18,JOR18,TRUE
GROUP J,Jordania,JOR,19,JOR19,TRUE
GROUP J,Jordania,JOR,20,JOR20,TRUE
GROUP K,Colombia,COL,1,COL1,TRUE
GROUP K,Colombia,COL,2,COL2,TRUE
GROUP K,Colombia,COL,3,COL3,TRUE
GROUP K,Colombia,COL,4,COL4,TRUE
GROUP K,Colombia,COL,5,COL5,TRUE
GROUP K,Colombia,COL,6,COL6,TRUE
GROUP K,Colombia,COL,7,COL7,TRUE
GROUP K,Colombia,COL,8,COL8,TRUE
GROUP K,Colombia,COL,9,COL9,TRUE
GROUP K,Colombia,COL,10,COL10,TRUE
GROUP K,Colombia,COL,11,COL11,TRUE
GROUP K,Colombia,COL,12,COL12,TRUE
GROUP K,Colombia,COL,13,COL13,FALSE
GROUP K,Colombia,COL,14,COL14,TRUE
GROUP K,Colombia,COL,15,COL15,TRUE
GROUP K,Colombia,COL,16,COL16,TRUE
GROUP K,Colombia,COL,17,COL17,FALSE
GROUP K,Colombia,COL,18,COL18,TRUE
GROUP K,Colombia,COL,19,COL19,TRUE
GROUP K,Colombia,COL,20,COL20,TRUE
GROUP K,Congo,DFR,1,DFR1,FALSE
GROUP K,Congo,DFR,2,DFR2,FALSE
GROUP K,Congo,DFR,3,DFR3,FALSE
GROUP K,Congo,DFR,4,DFR4,FALSE
GROUP K,Congo,DFR,5,DFR5,FALSE
GROUP K,Congo,DFR,6,DFR6,FALSE
GROUP K,Congo,DFR,7,DFR7,FALSE
GROUP K,Congo,DFR,8,DFR8,FALSE
GROUP K,Congo,DFR,9,DFR9,FALSE
GROUP K,Congo,DFR,10,DFR10,FALSE
GROUP K,Congo,DFR,11,DFR11,FALSE
GROUP K,Congo,DFR,12,DFR12,FALSE
GROUP K,Congo,DFR,13,DFR13,FALSE
GROUP K,Congo,DFR,14,DFR14,FALSE
GROUP K,Congo,DFR,15,DFR15,FALSE
GROUP K,Congo,DFR,16,DFR16,FALSE
GROUP K,Congo,DFR,17,DFR17,FALSE
GROUP K,Congo,DFR,18,DFR18,FALSE
GROUP K,Congo,DFR,19,DFR19,FALSE
GROUP K,Congo,DFR,20,DFR20,FALSE
GROUP K,Portugal,POR,1,POR1,TRUE
GROUP K,Portugal,POR,2,POR2,TRUE
GROUP K,Portugal,POR,3,POR3,TRUE
GROUP K,Portugal,POR,4,POR4,TRUE
GROUP K,Portugal,POR,5,POR5,TRUE
GROUP K,Portugal,POR,6,POR6,TRUE
GROUP K,Portugal,POR,7,POR7,TRUE
GROUP K,Portugal,POR,8,POR8,TRUE
GROUP K,Portugal,POR,9,POR9,TRUE
GROUP K,Portugal,POR,10,POR10,TRUE
GROUP K,Portugal,POR,11,POR11,FALSE
GROUP K,Portugal,POR,12,POR12,TRUE
GROUP K,Portugal,POR,13,POR13,TRUE
GROUP K,Portugal,POR,14,POR14,TRUE
GROUP K,Portugal,POR,15,POR15,FALSE
GROUP K,Portugal,POR,16,POR16,TRUE
GROUP K,Portugal,POR,17,POR17,TRUE
GROUP K,Portugal,POR,18,POR18,TRUE
GROUP K,Portugal,POR,19,POR19,FALSE
GROUP K,Portugal,POR,20,POR20,TRUE
GROUP K,Uzbekistan,UZB,1,UZB1,FALSE
GROUP K,Uzbekistan,UZB,2,UZB2,TRUE
GROUP K,Uzbekistan,UZB,3,UZB3,TRUE
GROUP K,Uzbekistan,UZB,4,UZB4,FALSE
GROUP K,Uzbekistan,UZB,5,UZB5,FALSE
GROUP K,Uzbekistan,UZB,6,UZB6,FALSE
GROUP K,Uzbekistan,UZB,7,UZB7,TRUE
GROUP K,Uzbekistan,UZB,8,UZB8,FALSE
GROUP K,Uzbekistan,UZB,9,UZB9,TRUE
GROUP K,Uzbekistan,UZB,10,UZB10,TRUE
GROUP K,Uzbekistan,UZB,11,UZB11,FALSE
GROUP K,Uzbekistan,UZB,12,UZB12,FALSE
GROUP K,Uzbekistan,UZB,13,UZB13,TRUE
GROUP K,Uzbekistan,UZB,14,UZB14,FALSE
GROUP K,Uzbekistan,UZB,15,UZB15,TRUE
GROUP K,Uzbekistan,UZB,16,UZB16,FALSE
GROUP K,Uzbekistan,UZB,17,UZB17,FALSE
GROUP K,Uzbekistan,UZB,18,UZB18,FALSE
GROUP K,Uzbekistan,UZB,19,UZB19,TRUE
GROUP K,Uzbekistan,UZB,20,UZB20,FALSE
GROUP L,Croatia,CRO,1,CRO1,TRUE
GROUP L,Croatia,CRO,2,CRO2,FALSE
GROUP L,Croatia,CRO,3,CRO3,TRUE
GROUP L,Croatia,CRO,4,CRO4,TRUE
GROUP L,Croatia,CRO,5,CRO5,TRUE
GROUP L,Croatia,CRO,6,CRO6,TRUE
GROUP L,Croatia,CRO,7,CRO7,TRUE
GROUP L,Croatia,CRO,8,CRO8,FALSE
GROUP L,Croatia,CRO,9,CRO9,TRUE
GROUP L,Croatia,CRO,10,CRO10,TRUE
GROUP L,Croatia,CRO,11,CRO11,TRUE
GROUP L,Croatia,CRO,12,CRO12,TRUE
GROUP L,Croatia,CRO,13,CRO13,TRUE
GROUP L,Croatia,CRO,14,CRO14,TRUE
GROUP L,Croatia,CRO,15,CRO15,TRUE
GROUP L,Croatia,CRO,16,CRO16,TRUE
GROUP L,Croatia,CRO,17,CRO17,TRUE
GROUP L,Croatia,CRO,18,CRO18,TRUE
GROUP L,Croatia,CRO,19,CRO19,TRUE
GROUP L,Croatia,CRO,20,CRO20,FALSE
GROUP L,England,ENG,1,ENG1,TRUE
GROUP L,England,ENG,2,ENG2,TRUE
GROUP L,England,ENG,3,ENG3,FALSE
GROUP L,England,ENG,4,ENG4,TRUE
GROUP L,England,ENG,5,ENG5,TRUE
GROUP L,England,ENG,6,ENG6,TRUE
GROUP L,England,ENG,7,ENG7,TRUE
GROUP L,England,ENG,8,ENG8,TRUE
GROUP L,England,ENG,9,ENG9,TRUE
GROUP L,England,ENG,10,ENG10,TRUE
GROUP L,England,ENG,11,ENG11,TRUE
GROUP L,England,ENG,12,ENG12,TRUE
GROUP L,England,ENG,13,ENG13,FALSE
GROUP L,England,ENG,14,ENG14,TRUE
GROUP L,England,ENG,15,ENG15,FALSE
GROUP L,England,ENG,16,ENG16,TRUE
GROUP L,England,ENG,17,ENG17,TRUE
GROUP L,England,ENG,18,ENG18,TRUE
GROUP L,England,ENG,19,ENG19,TRUE
GROUP L,England,ENG,20,ENG20,TRUE
GROUP L,Ghana,GHA,1,GHA1,TRUE
GROUP L,Ghana,GHA,2,GHA2,TRUE
GROUP L,Ghana,GHA,3,GHA3,FALSE
GROUP L,Ghana,GHA,4,GHA4,TRUE
GROUP L,Ghana,GHA,5,GHA5,TRUE
GROUP L,Ghana,GHA,6,GHA6,TRUE
GROUP L,Ghana,GHA,7,GHA7,TRUE
GROUP L,Ghana,GHA,8,GHA8,TRUE
GROUP L,Ghana,GHA,9,GHA9,TRUE
GROUP L,Ghana,GHA,10,GHA10,TRUE
GROUP L,Ghana,GHA,11,GHA11,TRUE
GROUP L,Ghana,GHA,12,GHA12,TRUE
GROUP L,Ghana,GHA,13,GHA13,TRUE
GROUP L,Ghana,GHA,14,GHA14,TRUE
GROUP L,Ghana,GHA,15,GHA15,TRUE
GROUP L,Ghana,GHA,16,GHA16,TRUE
GROUP L,Ghana,GHA,17,GHA17,FALSE
GROUP L,Ghana,GHA,18,GHA18,TRUE
GROUP L,Ghana,GHA,19,GHA19,TRUE
GROUP L,Ghana,GHA,20,GHA20,TRUE
GROUP L,Panama,PAN,1,PAN1,TRUE
GROUP L,Panama,PAN,2,PAN2,TRUE
GROUP L,Panama,PAN,3,PAN3,TRUE
GROUP L,Panama,PAN,4,PAN4,TRUE
GROUP L,Panama,PAN,5,PAN5,TRUE
GROUP L,Panama,PAN,6,PAN6,TRUE
GROUP L,Panama,PAN,7,PAN7,TRUE
GROUP L,Panama,PAN,8,PAN8,TRUE
GROUP L,Panama,PAN,9,PAN9,FALSE
GROUP L,Panama,PAN,10,PAN10,TRUE
GROUP L,Panama,PAN,11,PAN11,FALSE
GROUP L,Panama,PAN,12,PAN12,TRUE
GROUP L,Panama,PAN,13,PAN13,TRUE
GROUP L,Panama,PAN,14,PAN14,FALSE
GROUP L,Panama,PAN,15,PAN15,FALSE
GROUP L,Panama,PAN,16,PAN16,TRUE
GROUP L,Panama,PAN,17,PAN17,TRUE
GROUP L,Panama,PAN,18,PAN18,TRUE
GROUP L,Panama,PAN,19,PAN19,TRUE
GROUP L,Panama,PAN,20,PAN20,TRUE
NOGROUP,PANINI,FWC,00,FWC00,TRUE
NOGROUP,PANINI,FWC,1,FWC1,TRUE
NOGROUP,PANINI,FWC,2,FWC2,FALSE
NOGROUP,PANINI,FWC,3,FWC3,TRUE
NOGROUP,PANINI,FWC,4,FWC4,TRUE
NOGROUP,PANINI,FWC,5,FWC5,TRUE
NOGROUP,PANINI,FWC,6,FWC6,FALSE
NOGROUP,PANINI,FWC,7,FWC7,TRUE
NOGROUP,PANINI,FWC,8,FWC8,FALSE
NOGROUP,PANINI,FWC,9,FWC9,TRUE
NOGROUP,PANINI,FWC,10,FWC10,TRUE
NOGROUP,PANINI,FWC,11,FWC11,FALSE
NOGROUP,PANINI,FWC,12,FWC12,TRUE
NOGROUP,PANINI,FWC,14,FWC14,TRUE
NOGROUP,PANINI,FWC,15,FWC15,TRUE
NOGROUP,PANINI,FWC,16,FWC16,FALSE
NOGROUP,PANINI,FWC,17,FWC17,FALSE
NOGROUP,PANINI,FWC,18,FWC18,TRUE
NOGROUP,PANINI,FWC,19,FWC19,FALSE
NOGROUP,PANINI,FWC,20,FWC20,FALSE
